0.00000 28
0.05000 28
0.10000 28
0.15000 28
0.20000 28
0.25000 28
0.30000 28
0.35000 28
0.40000 28
0.45000 28
0.50000 28
0.55000 28
0.60000 28
0.65000 28
0.70000 28
0.75000 28
0.80000 28
0.85000 28
0.90000 28
0.95000 28
1.00000 28
1.05000 28
1.10000 28
1.15000 28
1.20000 28
1.25000 28
1.30000 28
1.35000 28
1.40000 28
1.45000 28
1.50000 28
1.55000 28
1.60000 28
1.65000 28
1.70000 28
1.75000 28
1.80000 28
1.85000 28
1.90000 28
1.95000 28
2.00000 28
2.05000 28
2.10000 28
2.15000 28
2.20000 28
2.25000 28
2.30000 28
2.35000 28
2.40000 28
2.45000 28
2.50000 28
2.55000 28
2.60000 28
2.65000 28
2.70000 28
2.75000 28
2.80000 28
2.85000 28
2.90000 28
2.95000 28
3.00000 28
3.05000 28
3.10000 29
3.15000 29
3.20000 29
3.25000 29
3.30000 29
3.35000 30
3.40000 30
3.45000 30
3.50000 30
3.55000 30
3.60000 30
3.65000 30
3.70000 30
3.75000 31
3.80000 32
3.85000 32
3.90000 32
3.95000 33
4.00000 33
4.05000 33
4.10000 33
4.15000 33
4.20000 33
4.25000 35
4.30000 35
4.35000 35
4.40000 35
4.45000 35
4.50000 35
4.55000 35
4.60000 35
4.65000 37
4.70000 37
4.75000 37
4.80000 37
4.85000 37
4.90000 37
4.95000 37
5.00000 37
5.05000 37
5.10000 37
5.15000 37
5.20000 37
5.25000 37
5.30000 37
5.35000 37
5.40000 37
5.45000 37
5.50000 37
5.55000 37
5.60000 37
5.65000 37
5.70000 37
5.75000 37
5.80000 37
5.85000 37
5.90000 37
5.95000 37
6.00000 37
6.05000 40
6.10000 40
6.15000 40
6.20000 40
6.25000 40
6.30000 40
6.35000 40
6.40000 40
6.45000 40
6.50000 40
6.55000 40
6.60000 40
6.65000 40
6.70000 40
6.75000 40
6.80000 40
6.85000 40
6.90000 40
6.95000 40
7.00000 40
7.05000 40
7.10000 40
7.15000 40
7.20000 40
7.25000 40
7.30000 40
7.35000 40
7.40000 40
7.45000 40
7.50000 40
7.55000 40
7.60000 40
7.65000 40
7.70000 40
7.75000 40
7.80000 40
7.85000 40
7.90000 40
7.95000 40
8.00000 40
8.05000 40
8.10000 40
8.15000 40
8.20000 40
8.25000 40
8.30000 40
8.35000 40
8.40000 46
8.45000 46
8.50000 46
8.55000 46
8.60000 46
8.65000 46
8.70000 46
8.75000 46
8.80000 46
8.85000 46
8.90000 46
8.95000 46
9.00000 46
9.05000 46
9.10000 46
9.15000 46
9.20000 46
9.25000 54
9.30000 54
9.35000 54
9.40000 54
9.45000 54
9.50000 54
9.55000 54
9.60000 54
9.65000 54
9.70000 54
9.75000 54
9.80000 54
9.85000 54
9.90000 54
9.95000 54
10.00000 54
10.05000 54
10.10000 54
10.15000 54
10.20000 54
10.25000 54
10.30000 54
10.35000 54
10.40000 54
10.45000 54
10.50000 54
10.55000 54
10.60000 54
10.65000 54
10.70000 54
10.75000 54
10.80000 54
10.85000 54
10.90000 54
10.95000 54
11.00000 68
11.05000 68
11.10000 68
11.15000 68
11.20000 68
11.25000 68
11.30000 68
11.35000 68
11.40000 68
11.45000 68
11.50000 68
11.55000 68
11.60000 68
11.65000 68
11.70000 68
11.75000 68
11.80000 68
11.85000 68
11.90000 68
11.95000 68
12.00000 68
12.05000 68
12.10000 68
12.15000 68
12.20000 68
12.25000 68
12.30000 68
12.35000 68
12.40000 68
12.45000 68
